0.002807	4	24	26	80	107	108	183	190	199	221	0.127292	0.078315	0.102644	0.121972	0.108719	0.021684	0.079527	0.112100	0.164057	0.083690	
0.002834	4	24	26	80	107	108	183	190	199	221	0.124866	0.080420	0.103927	0.122653	0.107173	0.020968	0.080168	0.111585	0.165460	0.082780	
0.002862	4	24	26	80	107	108	183	190	199	221	0.122441	0.082526	0.105210	0.123334	0.105627	0.020251	0.080808	0.111069	0.166863	0.081869	
0.002890	4	24	26	80	107	108	183	190	199	221	0.120016	0.084632	0.106493	0.124015	0.104081	0.019535	0.081449	0.110553	0.168266	0.080959	
0.002917	4	24	26	80	107	108	183	190	199	221	0.117590	0.086738	0.107777	0.124696	0.102535	0.018819	0.082090	0.110038	0.169669	0.080049	
0.002945	4	24	26	80	107	108	183	190	199	221	0.115165	0.088844	0.109060	0.125377	0.100988	0.018103	0.082730	0.109522	0.171072	0.079139	
0.002972	4	24	26	80	107	108	183	190	199	221	0.112739	0.090950	0.110343	0.126059	0.099442	0.017387	0.083371	0.109006	0.172475	0.078229	
0.003000	4	24	26	80	107	108	183	190	199	221	0.110314	0.093056	0.111626	0.126740	0.097896	0.016670	0.084012	0.108490	0.173878	0.077319	
0.003027	4	24	26	80	107	108	183	190	199	221	0.107888	0.095161	0.112909	0.127421	0.096350	0.015954	0.084652	0.107975	0.175281	0.076408	
0.003055	4	24	26	80	107	130	183	190	199	221	0.115427	0.083583	0.091587	0.138759	0.107632	0.034590	0.078081	0.109929	0.163140	0.077271	
0.003082	4	24	26	80	107	130	183	190	199	221	0.112214	0.086253	0.093580	0.139494	0.105475	0.034083	0.078913	0.109200	0.164704	0.076084	
0.003110	4	24	26	75	80	107	183	190	199	221	0.115803	0.085934	0.102590	0.047711	0.100910	0.107607	0.084359	0.106804	0.173576	0.074706	
0.003138	4	24	26	44	80	107	183	190	199	221	0.122566	0.077175	0.091746	0.065330	0.112414	0.100208	0.077376	0.104620	0.163367	0.085197	
0.003165	4	24	26	44	80	107	183	190	199	221	0.119432	0.079296	0.093084	0.067323	0.113030	0.098010	0.077911	0.103663	0.164152	0.084098	
0.003193	4	24	26	44	80	107	183	190	199	221	0.116299	0.081418	0.094421	0.069315	0.113646	0.095812	0.078446	0.102707	0.164937	0.082999	
0.003220	4	24	26	44	80	107	183	190	199	221	0.113165	0.083540	0.095759	0.071308	0.114262	0.093613	0.078981	0.101750	0.165723	0.081900	
0.003248	4	24	26	44	80	107	183	190	199	221	0.110031	0.085661	0.097096	0.073301	0.114878	0.091415	0.079516	0.100793	0.166508	0.080800	
0.003275	4	24	26	44	80	107	183	190	199	221	0.106898	0.087783	0.098434	0.075293	0.115494	0.089217	0.080051	0.099836	0.167293	0.079701	
0.003303	4	24	26	44	80	107	183	190	199	221	0.103764	0.089905	0.099771	0.077286	0.116110	0.087018	0.080586	0.098879	0.168078	0.078602	
0.003330	4	24	26	44	80	107	183	190	199	221	0.100630	0.092026	0.101109	0.079279	0.116726	0.084820	0.081121	0.097923	0.168863	0.077503	
0.003358	4	24	26	44	80	107	183	190	199	221	0.097497	0.094148	0.102446	0.081271	0.117342	0.082622	0.081656	0.096966	0.169649	0.076404	
0.003385	4	24	26	44	80	107	183	190	199	221	0.094363	0.096269	0.103784	0.083264	0.117958	0.080423	0.082191	0.096009	0.170434	0.075305	
0.003413	4	24	26	44	80	107	183	190	199	221	0.091229	0.098391	0.105121	0.085257	0.118574	0.078225	0.082726	0.095052	0.171219	0.074206	
0.003441	4	24	26	44	57	75	107	183	190	199	0.110413	0.086264	0.108851	0.082109	0.074073	0.066403	0.101080	0.088407	0.091317	0.191083	
0.003468	4	24	26	44	57	75	107	183	190	199	0.107028	0.088255	0.109874	0.084276	0.075203	0.066587	0.098659	0.088744	0.089937	0.191437	
0.003496	4	24	26	44	57	75	107	183	190	199	0.103643	0.090247	0.110897	0.086442	0.076333	0.066771	0.096237	0.089081	0.088556	0.191791	
0.003523	4	24	26	44	57	75	107	183	190	199	0.100258	0.092238	0.111920	0.088609	0.077464	0.066955	0.093816	0.089419	0.087176	0.192146	
0.003551	4	24	26	44	57	75	107	183	190	199	0.096873	0.094230	0.112942	0.090775	0.078594	0.067139	0.091394	0.089756	0.085796	0.192500	
0.003578	4	24	26	44	57	75	107	183	190	199	0.093488	0.096221	0.113965	0.092942	0.079725	0.067323	0.088973	0.090093	0.084416	0.192854	
0.003606	4	24	26	44	57	75	107	183	190	199	0.090103	0.098212	0.114988	0.095109	0.080855	0.067507	0.086552	0.090431	0.083035	0.193208	
0.003633	4	24	26	44	57	75	107	183	190	199	0.086718	0.100204	0.116011	0.097275	0.081985	0.067691	0.084130	0.090768	0.081655	0.193563	
0.003661	4	24	26	44	57	75	107	183	190	199	0.083333	0.102195	0.117034	0.099442	0.083116	0.067875	0.081709	0.091105	0.080275	0.193917	
0.003689	4	24	26	44	57	75	107	183	190	199	0.079948	0.104187	0.118056	0.101609	0.084246	0.068059	0.079287	0.091443	0.078895	0.194271	
