1141.96	474	743	195	11.79	318.12	1741.75	116	338	597	94.75	237	4.6	418.22	240.86	331.36	610	153	470.86	254.5	247.72	51.75	50.41	615.5	34.93	228.75	75.5	1055	572.35	468.88	463.95	668.38	972.5	70	52	755	712.1	66	311.25	593.49	298.25	280	147	747.5	44.36	255.5	354.75	501	316.82	351.12	502.5	327	1198	51.13	914.5	172	109	255.42	221.5	313.75	430	398	129.5	332.6	919.5	358	605	539.39	1053.75	85.3	147.86	71.46	137.91	5882.03	564	140.86	450	351.75	460.64
1198.07	501	779.5	185	11.5	325.84	1737.4	121	349.5	599	102.5	246	4.4	402.05	251.1	335.56	626	160	466.56	264.5	251.73	54.75	53.89	640	35.41	232	73	1126	591.27	433.15	472	680.88	1001.5	74.25	53.25	794	675.86	67.5	336	588.5	286.75	286	166.75	777	49.12	281.52	348.59	496	340.21	359.54	525.6	344.75	1245	52.36	914.5	167.25	110.25	262.83	235	328.5	470.25	440	135.5	347.49	922.5	370	614	558.43	1056	80	156.91	69	150.32	6019.2	584	148.98	479	365	454.95
1282.87	520	837.5	200	11.41	363.84	1966.97	129.75	393.75	621	125	257	4.1	422.45	264.68	358.82	650.5	176.75	447.47	300	274.95	65	51.71	674	36.44	245.25	89	1195	651.72	442.02	504.71	758.82	1027.5	82	65.5	820	731.69	82.75	369.75	584.27	301	308	185	832.5	55.14	325.99	347.72	528.5	378.26	385.29	577.01	363.75	1292	64.32	914.5	175.5	112.5	278.51	231	358.75	539	500	128.25	377.28	982.5	374.75	640	589.37	1095	78	169.11	85	154.07	6573.39	610	157.74	535	384	454.95
1169.37	503	784	199	10.78	325.63	1912.18	113	374.5	596.5	108.5	248.25	3.75	411.51	255.62	346.87	648	166	460.5	279	267.75	63	63.01	664.5	37.16	239.25	80.75	1138	622.44	427.73	484.14	627.94	1020	87.25	59.5	777	721.89	74	333.5	526.61	292.25	289.25	179.75	855.5	50.38	298.23	337.89	502.25	364.08	390.49	554.48	363.25	1204	59.37	914.5	173.75	109.25	278.34	226	346.75	506	462.5	119.5	394.16	990	400	652	548.52	1091.25	77	164.82	83.22	149.48	6540.47	600.5	149.3	517	349.5	429.14
1198.7	514.5	827.5	212.75	11.5	332.28	1940.88	127	398	570	115.75	258.5	3.6	396.83	263.3	349.18	666.5	171.25	465.77	282	265.61	62	69.31	680	35.62	224	87	1196	651.72	413.19	498.09	644.85	1044	89.5	64.25	796	712.1	76.25	352	533.53	292.5	294	179.5	886.5	52.92	306.29	329.81	532	388.7	389.5	575.28	357	1243	69.89	914.5	178.25	111.5	289.54	230	350	550	493.5	121.5	408.55	1014	399.25	649	539.39	1125	70	169.57	80	150.94	6639.23	618	155.14	530	377	425.64
1185.31	514.5	835.5	237.5	11.78	330.57	1900.01	122	400	587	116.75	253.5	4	399.81	262.71	339.33	628	173.5	462.01	282	269.88	62.75	69.1	676	37.19	220	92	1210	655.02	429.7	495.15	640.07	1075	93	63.75	799	717.97	73.5	373	546.98	303	275.75	189.75	870.5	55.93	312.33	350.34	513	387.21	382.82	540.04	361	1211	77.93	914.5	183.5	107	290.58	231.5	339.5	570	528	135	400.36	987.75	412.75	656	539.39	1117.5	70.75	179.74	91	158.03	6738	616	156.44	537.25	372	482.07
1190.41	528.5	840	229.25	11.69	349.67	1924.36	119.25	414	602	120.25	249.5	4	405.79	267.82	341.63	656.5	182.5	472.29	291	266.14	64.25	68.66	679	37.53	221	92	1225	681.47	431.67	501.77	673.9	1079	95	66.75	807	731.2	76.25	398.5	557.74	311.25	285	190.5	915	57.2	327.78	368.91	541.25	399.89	386.78	568.34	366	1234	82.46	914.5	189.5	117.75	294.54	234.5	346	599.75	539	136	407.56	1001.25	419.5	659	571.12	1131	73.43	178.8	86.58	162.62	6864.2	622	159.04	558	400	481.64
1096.69	529	844	238	11.6	362.77	2070.45	121.25	419	594	116.5	252.25	3.85	403.55	245	331.15	667	184	474.89	292.25	282.16	62	67.58	680	37.56	219.5	92.75	1253	686.19	434.63	477.52	642.28	1045	107.25	66.5	815	730.22	72.5	406	515.08	312.5	290.5	185.5	942.5	56.88	317.7	360.39	539	400.64	371.92	564.59	380	1151	84.73	914.5	184.75	125.75	296.44	233	342.25	599.25	546	137.5	416.99	1002	420	646.5	519.96	1084.5	71	179.26	86	162.62	6611.8	606	163.26	576	430	461.08
1164.91	541	819.5	238	11.6	370.92	2180.88	124	428	605	135	250.75	4	408.77	249.33	339.75	650	182.5	472.62	290.5	262.67	63.75	64.75	685	39.38	244	97.75	1332	696.11	436.6	507.64	683.82	1026.5	114.25	67.5	847.5	735.61	78.5	416	528.15	324.25	293.25	185	959	57.67	343	362.13	507	403.63	380.84	563.15	395.75	1196	88.44	914.5	184.75	138.5	288.85	244	366.75	615.25	550	139	447.77	1006.5	424	645.5	561.6	1079.25	69.75	182.96	98	161.16	6096.02	602.5	158.39	600	452	529.21
1147.7	559	823.5	238.75	13.14	369.63	2165.23	134.75	409	594	136.25	258.25	4.88	417.98	246.18	343.73	675	186.25	469.59	310.5	263.21	68.5	69.31	653.5	40	242.5	105.5	1295	668.72	462.71	524.54	710.29	1018	114.25	68.25	855	758.62	80	417	562.36	320.5	295.75	182.5	963.5	58.78	345.91	368.69	514.75	406.61	396.44	571.23	377	1168	94.42	914.5	180.75	143.75	303.33	254.5	363	611	555	146.75	423.94	1014	409.25	661.5	586.59	1056.75	70	181.57	97	161.79	6331.96	604.5	156.44	610	455	344.03
