0.001146	34	62	299	332	372	0.096679	0.134885	0.323979	0.265043	0.179415	
0.001165	34	62	299	332	372	0.104496	0.135204	0.321498	0.261463	0.177339	
0.001185	34	62	299	332	372	0.112313	0.135523	0.319016	0.257884	0.175264	
0.001205	34	62	299	332	372	0.120130	0.135842	0.316534	0.254305	0.173189	
0.001224	34	62	299	332	372	0.127947	0.136161	0.314053	0.250725	0.171113	
0.001244	34	62	299	332	372	0.135765	0.136480	0.311571	0.247146	0.169038	
0.001264	34	62	299	332	372	0.143582	0.136799	0.309090	0.243566	0.166963	
0.001283	34	62	299	332	372	0.151399	0.137118	0.306608	0.239987	0.164887	
0.001303	34	62	299	332	372	0.159216	0.137438	0.304126	0.236408	0.162812	
0.001323	34	62	299	332	372	0.167034	0.137757	0.301645	0.232828	0.160737	
0.001342	34	62	299	332	372	0.174851	0.138076	0.299163	0.229249	0.158661	
0.001362	34	62	299	332	372	0.182668	0.138395	0.296682	0.225669	0.156586	
0.001382	34	62	299	332	372	0.190485	0.138714	0.294200	0.222090	0.154511	
0.001401	34	62	299	332	372	0.198302	0.139033	0.291719	0.218511	0.152435	
0.001421	34	62	299	332	372	0.206120	0.139352	0.289237	0.214931	0.150360	
0.001441	34	62	299	332	372	0.213937	0.139671	0.286755	0.211352	0.148285	
0.001460	34	62	299	332	372	0.221754	0.139990	0.284274	0.207773	0.146209	
0.001480	34	62	299	332	372	0.229571	0.140309	0.281792	0.204193	0.144134	
0.001500	34	62	299	332	372	0.237389	0.140629	0.279311	0.200614	0.142059	
0.001519	34	62	299	332	372	0.245206	0.140948	0.276829	0.197034	0.139983	
0.001539	34	62	273	299	332	0.149338	0.131882	0.098782	0.348276	0.271722	
0.001559	34	62	273	299	332	0.152715	0.130871	0.103289	0.345267	0.267857	
0.001578	34	62	273	299	332	0.156092	0.129860	0.107796	0.342259	0.263992	
0.001598	34	62	273	299	332	0.159470	0.128849	0.112303	0.339251	0.260128	
0.001618	34	62	273	299	332	0.162847	0.127838	0.116810	0.336243	0.256263	
0.001637	34	62	273	299	332	0.166224	0.126827	0.121316	0.333235	0.252398	
0.001657	34	62	273	299	332	0.169602	0.125816	0.125823	0.330227	0.248533	
0.001677	34	62	273	299	332	0.172979	0.124804	0.130330	0.327219	0.244668	
0.001696	34	62	273	299	332	0.176356	0.123793	0.134837	0.324211	0.240803	
0.001716	34	62	273	299	332	0.179733	0.122782	0.139344	0.321203	0.236938	
0.001736	34	62	273	299	332	0.183111	0.121771	0.143851	0.318194	0.233073	
0.001755	34	62	273	299	332	0.186488	0.120760	0.148358	0.315186	0.229208	
0.001775	34	62	273	299	332	0.189865	0.119749	0.152865	0.312178	0.225343	
0.001795	34	62	273	299	332	0.193243	0.118738	0.157372	0.309170	0.221478	
0.001814	34	62	273	299	332	0.196620	0.117727	0.161879	0.306162	0.217613	
0.001834	34	62	273	299	332	0.199997	0.116715	0.166386	0.303154	0.213748	
0.001854	34	62	273	299	332	0.203374	0.115704	0.170892	0.300146	0.209883	
0.001873	34	62	273	299	332	0.206752	0.114693	0.175399	0.297138	0.206018	
0.001893	34	62	273	299	332	0.210129	0.113682	0.179906	0.294130	0.202153	
0.001913	34	62	273	299	332	0.213506	0.112671	0.184413	0.291121	0.198288	
0.001932	34	62	273	299	332	0.216884	0.111660	0.188920	0.288113	0.194423	
0.001952	28	34	273	299	332	0.074137	0.183889	0.164276	0.345047	0.232651	
0.001971	28	34	273	299	332	0.075725	0.186090	0.167541	0.341793	0.228851	
0.001991	28	34	273	299	332	0.077313	0.188291	0.170806	0.338540	0.225051	
0.002011	28	34	273	299	332	0.078900	0.190492	0.174070	0.335286	0.221251	
0.002030	28	34	273	299	332	0.080488	0.192693	0.177335	0.332032	0.217451	
0.002050	34	178	273	299	332	0.179263	0.063991	0.148701	0.362590	0.245455	
0.002070	34	178	273	299	332	0.180308	0.066005	0.150298	0.360534	0.242855	
0.002089	34	178	273	299	332	0.181353	0.068020	0.151895	0.358478	0.240254	
0.002109	34	178	273	299	332	0.182398	0.070035	0.153492	0.356422	0.237653	
0.002129	34	178	273	299	332	0.183444	0.072050	0.155089	0.354366	0.235052	
0.002148	34	178	273	299	332	0.184489	0.074065	0.156685	0.352309	0.232452	
0.002168	34	178	273	299	332	0.185534	0.076079	0.158282	0.350253	0.229851	
0.002188	34	178	273	299	332	0.186579	0.078094	0.159879	0.348197	0.227250	
0.002207	34	178	273	299	332	0.187624	0.080109	0.161476	0.346141	0.224650	
0.002227	34	178	273	299	332	0.188670	0.082124	0.163073	0.344085	0.222049	
0.002247	34	178	273	299	332	0.189715	0.084139	0.164669	0.342029	0.219448	
0.002266	34	178	273	299	332	0.190760	0.086154	0.166266	0.339973	0.216847	
0.002286	34	178	273	299	332	0.191805	0.088168	0.167863	0.337917	0.214247	
0.002306	34	178	273	299	332	0.192850	0.090183	0.169460	0.335861	0.211646	
0.002325	34	178	273	299	332	0.193895	0.092198	0.171057	0.333804	0.209045	
0.002345	34	178	273	299	332	0.194941	0.094213	0.172653	0.331748	0.206445	
0.002365	34	178	273	299	332	0.195986	0.096228	0.174250	0.329692	0.203844	
0.002384	34	178	273	299	332	0.197031	0.098243	0.175847	0.327636	0.201243	
0.002404	34	178	273	299	332	0.198076	0.100257	0.177444	0.325580	0.198643	
0.002424	34	178	273	299	332	0.199121	0.102272	0.179041	0.323524	0.196042	
0.002443	34	178	273	299	332	0.200166	0.104287	0.180638	0.321468	0.193441	
0.002463	34	178	273	299	332	0.201212	0.106302	0.182234	0.319412	0.190840	
0.002483	34	178	273	299	332	0.202257	0.108317	0.183831	0.317356	0.188240	
0.002502	34	178	273	299	332	0.203302	0.110332	0.185428	0.315299	0.185639	
0.002522	34	178	273	299	332	0.204347	0.112346	0.187025	0.313243	0.183038	
0.002542	34	178	273	299	332	0.205392	0.114361	0.188622	0.311187	0.180438	
0.002561	34	178	273	299	332	0.206438	0.116376	0.190218	0.309131	0.177837	
0.002581	34	178	273	299	332	0.207483	0.118391	0.191815	0.307075	0.175236	
0.002601	34	178	273	299	332	0.208528	0.120406	0.193412	0.305019	0.172635	
0.002620	34	178	273	299	332	0.209573	0.122421	0.195009	0.302963	0.170035	
0.002640	34	178	273	299	332	0.210618	0.124435	0.196606	0.300907	0.167434	
