0.003469	17	31	33	67	71	0.111327	0.277118	0.214868	0.237396	0.159291	
0.003506	17	31	33	67	71	0.105372	0.274245	0.215238	0.240567	0.164579	
0.003543	17	31	33	67	71	0.099418	0.271371	0.215608	0.243737	0.169866	
0.003580	17	31	33	67	71	0.093463	0.268497	0.215978	0.246908	0.175154	
0.003617	17	31	33	67	71	0.087508	0.265623	0.216348	0.250079	0.180442	
0.003654	17	31	33	67	71	0.081554	0.262749	0.216718	0.253250	0.185730	
0.003691	17	31	33	67	71	0.075599	0.259875	0.217088	0.256421	0.191017	
0.003729	17	31	33	67	71	0.069644	0.257001	0.217458	0.259592	0.196305	
0.003766	17	31	33	67	71	0.063690	0.254127	0.217828	0.262762	0.201593	
0.003803	17	31	33	67	71	0.057735	0.251254	0.218198	0.265933	0.206881	
0.003840	2	31	33	67	71	0.122367	0.260805	0.213472	0.237902	0.165454	
0.003877	2	31	33	67	71	0.114129	0.251355	0.213151	0.244740	0.176625	
0.003914	31	33	44	67	71	0.349951	0.227869	0.091566	0.218307	0.112307	
0.003951	31	33	44	67	71	0.334099	0.225265	0.096964	0.223378	0.120294	
0.003988	31	33	44	67	71	0.318247	0.222661	0.102363	0.228448	0.128280	
0.004025	31	33	44	67	71	0.302395	0.220057	0.107762	0.233519	0.136267	
0.004062	31	33	44	67	71	0.286543	0.217453	0.113160	0.238590	0.144253	
0.004099	31	33	44	67	71	0.270691	0.214849	0.118559	0.243661	0.152240	
0.004136	31	33	44	67	71	0.254840	0.212245	0.123958	0.248732	0.160226	
0.004173	31	33	44	67	71	0.238988	0.209641	0.129356	0.253803	0.168212	
0.004210	31	33	44	67	71	0.223136	0.207037	0.134755	0.258873	0.176199	
0.004247	31	33	44	67	71	0.207284	0.204433	0.140154	0.263944	0.184185	
0.004285	31	33	44	67	71	0.191432	0.201829	0.145552	0.269015	0.192172	
0.004322	31	33	44	67	71	0.175580	0.199225	0.150951	0.274086	0.200158	
0.004359	31	33	44	67	71	0.159728	0.196621	0.156350	0.279157	0.208145	
0.004396	31	33	44	67	71	0.143876	0.194017	0.161748	0.284228	0.216131	
0.004433	31	33	44	67	71	0.128025	0.191413	0.167147	0.289298	0.224117	
0.004470	25	31	33	67	71	0.040499	0.253090	0.236821	0.241620	0.227969	
0.004507	25	31	33	67	71	0.042890	0.246323	0.236626	0.241912	0.232249	
0.004544	25	31	33	67	71	0.045281	0.239556	0.236431	0.242204	0.236529	
0.004581	25	31	33	67	71	0.047672	0.232789	0.236235	0.242496	0.240809	
0.004618	25	31	33	67	71	0.050063	0.226021	0.236040	0.242787	0.245088	
0.004655	26	33	44	67	71	0.121399	0.224510	0.141569	0.321664	0.190858	
0.004692	26	33	44	67	71	0.128862	0.198862	0.152347	0.311514	0.208415	
0.004729	26	33	44	67	71	0.136325	0.173213	0.163126	0.301364	0.225973	
0.004766	10	26	44	67	71	0.217263	0.119231	0.134399	0.360082	0.169025	
0.004804	10	26	44	67	71	0.206921	0.128035	0.150917	0.318431	0.195696	
0.004841	10	26	44	67	71	0.196579	0.136840	0.167435	0.276780	0.222367	
0.004878	26	33	58	67	71	0.157989	0.213176	0.108629	0.290407	0.229799	
0.004915	26	33	58	67	71	0.160447	0.205272	0.120854	0.281952	0.231474	
0.004952	10	44	47	67	71	0.205154	0.166326	0.091405	0.300087	0.237029	
0.004989	10	26	58	67	71	0.210657	0.161327	0.101056	0.298304	0.228656	
0.005026	10	26	58	67	71	0.207202	0.163159	0.115311	0.285127	0.229202	
0.005063	10	26	58	67	71	0.203746	0.164991	0.129565	0.271949	0.229748	
0.005100	10	26	58	67	71	0.200290	0.166824	0.143819	0.258772	0.230294	
0.005137	25	26	33	67	71	0.052884	0.169716	0.224498	0.284943	0.267958	
0.005174	25	26	33	67	71	0.056456	0.171181	0.222499	0.280137	0.269728	
0.005211	25	26	33	67	71	0.060027	0.172646	0.220499	0.275330	0.271497	
0.005248	25	26	33	67	71	0.063599	0.174111	0.218500	0.270523	0.273266	
0.005285	25	26	33	67	71	0.067171	0.175576	0.216500	0.265717	0.275036	
0.005322	25	26	33	67	71	0.070743	0.177041	0.214501	0.260910	0.276805	
0.005360	25	26	33	67	71	0.074315	0.178505	0.212501	0.256103	0.278575	
0.005397	25	26	33	67	71	0.077887	0.179970	0.210502	0.251297	0.280344	
0.005434	25	26	33	67	71	0.081459	0.181435	0.208502	0.246490	0.282114	
0.005471	25	26	33	67	71	0.085031	0.182900	0.206503	0.241683	0.283883	
0.005508	25	26	33	67	71	0.088603	0.184365	0.204503	0.236877	0.285653	
0.005545	25	26	33	58	71	0.055579	0.208120	0.311093	0.153532	0.271676	
0.005582	25	26	33	58	71	0.058544	0.208278	0.305976	0.156456	0.270746	
0.005619	25	26	33	58	71	0.061510	0.208436	0.300858	0.159381	0.269815	
0.005656	25	26	33	58	71	0.064475	0.208594	0.295741	0.162305	0.268885	
0.005693	25	26	33	58	71	0.067441	0.208752	0.290623	0.165230	0.267955	
0.005730	25	26	33	58	71	0.070406	0.208910	0.285505	0.168154	0.267025	
0.005767	25	26	33	58	71	0.073371	0.209068	0.280388	0.171078	0.266094	
0.005804	25	26	33	58	71	0.076337	0.209226	0.275270	0.174003	0.265164	
0.005841	25	26	33	58	71	0.079302	0.209384	0.270153	0.176927	0.264234	
0.005879	25	26	33	58	71	0.082267	0.209542	0.265035	0.179852	0.263303	
0.005916	25	26	33	58	71	0.085233	0.209700	0.259918	0.182776	0.262373	
0.005953	25	26	33	58	71	0.088198	0.209858	0.254800	0.185701	0.261443	
0.005990	25	26	33	58	71	0.091164	0.210016	0.249683	0.188625	0.260513	
0.006027	25	26	33	58	71	0.094129	0.210174	0.244565	0.191549	0.259582	
0.006064	25	26	33	58	71	0.097094	0.210332	0.239448	0.194474	0.258652	
0.006101	25	26	33	58	71	0.100060	0.210490	0.234330	0.197398	0.257722	
0.006138	25	26	33	58	71	0.103025	0.210648	0.229213	0.200323	0.256791	
